id,title,login_require,overview,vote_average,adult,backdrop_path,movie_id,original_language,original_title,popularity,poster_path,release_date,video,vote_count,status,trailer_url
949,The Bricklayer,0,"Someone is blackmailing the CIA by assassinating foreign journalists and making it look like the agency is responsible. As the world begins to unite against the U.S., the CIA must lure its most brilliant – and rebellious – operative out of retirement, forcing him to confront his checkered past while unraveling an international conspiracy.",5.9,0,/47SVqaO02doJ06tOmrjiWDkwU3T.jpg,927107,en,The Bricklayer,52.818,/xTTE0Hx96AiYTtmVLKqCvXrtKAl.jpg,2023-12-14,0,257,1,https://www.youtube.com/watch?v=G6YfPaucph8
950,OVERLORD: The Sacred Kingdom,0,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",0.0,0,/hkJhGayONXn96CqIRM9GhWKnlCf.jpg,1014505,ja,劇場版「オーバーロード」聖王国編,93.32,/fggkIB6oeVi5Mpwl0fALLVevAFN.jpg,2024-09-20,0,0,1,https://www.youtube.com/watch?v=gg5uZ56VmAo
951,New Life,0,"A mysterious woman on the run, and the resourceful fixer assigned to bring her in. Their two unique stories inextricably link, as the stakes of the pursuit rise to apocalyptic proportions.",6.2,0,/ly1jzyYU93NHF968i9M1tKkVAf9.jpg,1148027,en,New Life,63.862,/nk15OpDdPgRFgA3I536FCAbSG74.jpg,2024-05-03,0,58,1,https://www.youtube.com/watch?v=SIpViXYVEkI
952,Sound of Freedom,0,"The story of Tim Ballard, a former US government agent, who quits his job in order to devote his life to rescuing children from global sex traffickers.",8.009,0,/P3GAbRjzVo9RKU4WxzvtgwlITc.jpg,678512,en,Sound of Freedom,65.522,/kSf9svfL2WrKeuK8W08xeR5lTn8.jpg,2023-07-03,0,2323,1,https://www.youtube.com/watch?v=Rt0kp4VW1cI
953,Edward Scissorhands,0,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.,7.718,0,/3Nn5BOM1EVw1IYrv6MsbOS6N1Ol.jpg,162,en,Edward Scissorhands,87.227,/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,1990-12-07,0,12735,1,https://www.youtube.com/watch?v=S8bBjpUBbro
954,Mission: Impossible 8,0,The eighth installment of the Mission: Impossible franchise.,0.0,0,/t461FGnPy3b8wLoJ252CwKycAuv.jpg,575265,en,Mission: Impossible 8,65.3,/mRhEg5hBCSi2aOdercqLC3AmT0A.jpg,2025-05-21,0,0,1,
955,Monster,0,"When her young son Minato starts to behave strangely, his mother feels that there is something wrong. Discovering that a teacher is responsible, she storms into the school demanding to know what's going on. But as the story unfolds through the eyes of mother, teacher, and child, the truth gradually emerges.",7.984,0,/dZJcOyRonN0Kb7kJR3DE3esGn16.jpg,1050035,ja,怪物,70.999,/aDlyJmaDLlyTbg3uEUqumlqF7WB.jpg,2023-06-02,0,477,1,https://www.youtube.com/watch?v=Y8_KfdcIMBY
956,Kingsman: The Golden Circle,0,"When an attack on the Kingsman headquarters takes place and a new villain rises, Eggsy and Merlin are forced to work together with the American agency known as the Statesman to save the world.",6.967,0,/eVHVwP71el20fofkCHo78ebQv7Q.jpg,343668,en,Kingsman: The Golden Circle,50.963,/34xBL6BXNYFqtHO9zhcgoakS4aP.jpg,2017-09-20,0,10215,1,https://www.youtube.com/watch?v=0fvqnGmr9S8
957,Akuma no Memumemu-chan,0,"The gag ova depicts the everyday life of the demon Memumemu-chan, who appears before the high school student Hyouta one day. She's come to seduce men and steal their souls, however, has neither the motivation nor the ability to carry out her duty. The story revolves around Memumemu, Hyouta, who is often misunderstood as a lolicon due to Memumemu, and the super sexy mother-daughter duo who manages the apartment Hyouta resides in.",0.0,0,,959960,ja,悪魔のメムメムちゃん,60.202,/qjnponHUq9YOl6Ke43uOMHsJif2.jpg,2018-01-22,0,0,1,
958,Teenage Mutant Ninja Turtles,0,"When a kingpin threatens New York City, a group of mutated turtle warriors must emerge from the shadows to protect their home.",5.92,0,/eezsbzYPbYKjjh6E1XHDBNlLynh.jpg,98566,en,Teenage Mutant Ninja Turtles,62.877,/azL2ThbJMIkts3ZMt3j1YgBUeDB.jpg,2014-08-07,0,6708,1,https://www.youtube.com/watch?v=dwXFsrp6WBs
959,Pixels,0,Video game experts are recruited by the military to fight 1980s-era video game characters who've attacked New York.,5.733,0,/dsxpP9qbF1PHk4j4aPjimkLTwxq.jpg,257344,en,Pixels,70.904,/rV5DzghQv6z6Yagak6ysKE77nuf.jpg,2015-07-16,0,7418,1,https://www.youtube.com/watch?v=eIOcWZOQL5M
960,Old Dads,0,A cranky middle-aged dad and his two best friends find themselves out of step in a changing world of millennial CEOs and powerful preschool principals.,6.201,0,/8G50Gbincsi1WYJXTyqsFuXNyK.jpg,987917,en,Old Dads,54.662,/krA2iXd1PK1vhg4jeWfbSD4fSJi.jpg,2023-10-20,0,318,1,https://www.youtube.com/watch?v=mU01e6KjM2s
961,The Hangover Part II,0,"The Hangover crew heads to Thailand for Stu's wedding. After the disaster of a bachelor party in Las Vegas last year, Stu is playing it safe with a mellow pre-wedding brunch. However, nothing goes as planned and Bangkok is the perfect setting for another adventure with the rowdy group.",6.483,0,/aGmsekNU5cMOkJMpbdRutkvmVMl.jpg,45243,en,The Hangover Part II,52.539,/jrP9zmdSUpOzzUXpEqPqg3dryUr.jpg,2011-05-25,0,10324,1,https://www.youtube.com/watch?v=ohF5ZO_zOYU
962,Slingshot,0,"An astronaut struggles to maintain his grip on reality aboard a possibly fatally compromised mission to Saturn's moon, Titan.",6.4,0,/zKXhXrl4eArbX8P5qvedciROU6A.jpg,916728,en,Slingshot,65.219,/e6cCBe7DQOn9OFdFJ0eyVwSC8hR.jpg,2024-08-30,0,36,1,https://www.youtube.com/watch?v=tibvd41bhCg
963,Thor: The Dark World,0,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",6.525,0,/4zTsF0RtO0av3YX1NaKDqGKPxYF.jpg,76338,en,Thor: The Dark World,62.27,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,2013-10-30,0,17109,1,https://www.youtube.com/watch?v=npvJ9FTgZbM
964,Brokeback Mountain,0,"A sweeping epic that explores the lives of two young men, a ranch hand and a rodeo cowboy, who meet in the summer of 1963 and unexpectedly forge a lifelong connection. The complications, joys and heartbreak they experience provide a testament to the endurance and power of love.",7.799,0,/9BGXirs3ckSnOO9aHxpaomGhWAe.jpg,142,en,Brokeback Mountain,52.012,/aByfQOQBNa4CMFwIgq3QrqY2ZHh.jpg,2005-10-22,0,6848,1,https://www.youtube.com/watch?v=fMrA48U0fd8
965,Rob Peace,0,"An underprivileged, gifted young black man from Newark reaches Yale University, only for shadows and injustices from his past to threaten his future.",5.778,0,/zJEl8gjYkJrlMNetrMwtb2r8KJ2.jpg,1084514,en,Rob Peace,63.169,/1BwKbTidW5QaEKb1pVY3p4u9cVg.jpg,2024-08-02,0,9,1,https://www.youtube.com/watch?v=bugi-UdtjzI
966,Nice Girls,0,A maverick cop and a meticulous detective join forces with a charming ex-hacker to solve an officer's disappearance and save Nice from disaster.,5.3,0,/qnjzH3r7jzxNfiMu2lpmeqOBpYe.jpg,1180702,fr,Nice Girls,65.144,/2BjyLLlw1DfQufQTViPVFgcOQ0g.jpg,2024-08-20,0,51,1,
967,GATAO: Like Father Like Son,0,"Drug Prince Michael and Scorpion are seizing the old fellows' turfs, the gangs families tornado spins three nobodies who are trying to survive. You'll never know who's gonna get bit by reality through the alternation of generations?",0.0,0,/SdQT0VMHTNZ78piTQgrkwYOtGV.jpg,1303236,zh,角頭－大橋頭,64.781,/2wkjPNIjmh5fEat7PmgA5eNtNIW.jpg,2024-08-16,0,0,1,https://www.youtube.com/watch?v=0-WfRiSENzc
968,It Could Happen to You,0,"Charlie Lang is a simple, kindhearted New York City cop. When he realizes he has no money to tip waitress Yvonne Biasi, Lang offers her half the winnings of his lottery ticket. Amazingly, the ticket happens to be a winner, in the sum of $4 million. True to his word, Lang proceeds to share the prize money with Biasi, which infuriates his greedy wife, Muriel. Not content with the arrangement, Muriel begins scheming to take all the money.",6.595,0,/7gCdtbqui8KqauL1gSmRrKg6Bin.jpg,10660,en,It Could Happen to You,68.727,/6UOaeLDOdwwTMQtbl5YL6EGjqy0.jpg,1994-07-29,0,764,1,https://www.youtube.com/watch?v=hpIeqy8VRJU
969,Vina: Before 7 Days,0,"Victim of atrocities by motorbike gangs in Cirebon, VINA did not accept that her death was called a single accident. Her spirit enters to reveal the facts. Before 7 Days, what actually happened?",6.3,0,/1V3nxNu6xwxOFQdMsCM699OsJCK.jpg,1148817,id,Vina: Sebelum 7 Hari,47.486,/j1xUlKVa8rS1c2mi0cZsjUSJ6G4.jpg,2024-05-08,0,5,1,https://www.youtube.com/watch?v=jrzqZCcCD1U
970,Baby Driver,0,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",7.452,0,/oVD3ClJBoomSQHtnJPAlMfes8YD.jpg,339403,en,Baby Driver,58.401,/rmnQ9jKW72bHu8uKlMjPIb2VLMI.jpg,2017-06-28,0,15516,1,https://www.youtube.com/watch?v=jGGptGEAo2U
971,It's a Wonderful Life,0,"A holiday favourite for generations...  George Bailey has spent his entire life giving to the people of Bedford Falls.  All that prevents rich skinflint Mr. Potter from taking over the entire town is George's modest building and loan company.  But on Christmas Eve the business's $8,000 is lost and George's troubles begin.",8.277,0,/rqmE0aFFerz8E8PkGOKPAoIY5Ax.jpg,1585,en,It's a Wonderful Life,57.38,/bSqt9rhDZx1Q7UZ86dBPKdNomp2.jpg,1946-12-20,0,4227,1,https://www.youtube.com/watch?v=iLR3gZrU2Xo
972,The Quest for Tom Sawyer's Gold,0,"Agatha Armstrong and her trusty sidekick Mrs. Mac were once the world’s most daring adventurers. But when her son Ant came along, everything quickly changed and her devil-may-care ways took a backseat to being over-protective and terrified of anything that posed a risk to her family.",3.917,0,/wQ60FXOHnVimJo6Bpdk6VU0qaP6.jpg,966576,en,The Quest for Tom Sawyer's Gold,89.832,/zceLrHeYOgJHw1tw6MUi15N2NUz.jpg,2023-06-22,0,6,1,https://www.youtube.com/watch?v=EqjWKr8c-Bo
973,(500) Days of Summer,0,"Tom, greeting-card writer and hopeless romantic, is caught completely off-guard when his girlfriend, Summer, suddenly dumps him. He reflects on their 500 days together to try to figure out where their love affair went sour, and in doing so, Tom rediscovers his true passions in life.",7.286,0,/1M2i4Mxd03elGOTmEkIvqrHfmyS.jpg,19913,en,(500) Days of Summer,71.115,/f9mbM0YMLpYemcWx6o2WeiYQLDP.jpg,2009-07-17,0,9962,1,https://www.youtube.com/watch?v=oBxR8cEt2xM
974,Triple Oh!,0,"In this dark comedy-drama, a mismatched duo of lesbian ambulance drivers sometimes save lives, and sometimes not so much. Sassy, street-smart Taylor and her newbie, by-the-book partner Cate are constantly at odds with each other as they face the absurdity of life and death head on. But in their clash of wits, sparks fly, and they quickly cross a line by having sex whenever a patient dies (it's like eating a bucketload of delicious greasy chicken to balance out a bad salad). I",0.0,0,/hL6MYdYKqdmCttdUELOpTAKz5i3.jpg,1174385,en,Triple Oh!,57.406,/qnE7f6Bea3DW21X6wEGKuWFZW2E.jpg,2023-10-05,0,0,1,
975,Attack,0,"With the Parliament under siege, India’s first super soldier Arjun Shergill is tasked to get hold of the terrorists in time, save the Prime Minister from their clutches and stop a dirty bomb from exploding and destroying Delhi.",6.739,0,/6DqNe4jKvWyQZjlRi9FaCzgMxyx.jpg,799155,hi,Attack,62.112,/5jGKbYuZtdxSNOocI6ZziQeiY4n.jpg,2022-04-01,0,203,1,https://www.youtube.com/watch?v=KnC-XvFGflM
976,Joseph: King of Dreams,0,"In this animated retelling of the story from the Bible's Book of Genesis, Joseph's gift of dream interpretation and his brilliantly colored coat inspires jealousy in his brothers.",6.841,0,/wdPMV9AieVr38ox3l0rAGDIJFUW.jpg,16366,en,Joseph: King of Dreams,46.091,/wv9tO2tPYyevwy3U6C4zwMaoAfn.jpg,2000-11-07,0,992,1,https://www.youtube.com/watch?v=00srDTJp51I
977,Alita: Battle Angel,0,"When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past.",7.237,0,/lcCNS7vyofFpJV7fl92ipIdNmGi.jpg,399579,en,Alita: Battle Angel,50.065,/xRWht48C2V8XNfzvPehyClOvDni.jpg,2019-01-31,0,9015,1,https://www.youtube.com/watch?v=puKWa8hrvA8
978,The Grinch,0,The Grinch hatches a scheme to ruin Christmas when the residents of Whoville plan their annual holiday celebration.,6.9,0,/5lWIYxYEqWi8j3ZloxXntw3ImBo.jpg,360920,en,The Grinch,53.809,/1Bc9VNd9CIHIyJtPKFqSQzrXWru.jpg,2018-11-08,0,3852,1,https://www.youtube.com/watch?v=_UOh0UX3alI
979,Rita,0,"Rita, who finds herself alone when husband Ariel works abroad. They both find solace and sexual satisfaction in other people. When Ariel comes back, they both act like nothing happened. But will this keep their marriage from falling apart?",6.0,0,/5AsIFZ2AJC7JcGpq40aRPuRuaRc.jpg,1241752,tl,Rita,68.715,/grIFQLXXwQmjvYYfXVXCgGTMUWw.jpg,2024-03-22,0,2,1,https://www.youtube.com/watch?v=io7sC-OHO7o
980,Van Helsing,0,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,6.373,0,/nhBm8ttcoo1Q5mtLNvgsqxHL5Cn.jpg,7131,en,Van Helsing,60.047,/gsFun8nATm52aGHeT8ueAel98nE.jpg,2004-05-03,0,5895,1,https://www.youtube.com/watch?v=3fdRKme00uI
981,Howl's Moving Castle,0,"Sophie, a young milliner, is turned into an elderly woman by a witch who enters her shop and curses her. She encounters a wizard named Howl and gets caught up in his resistance to fighting for the king.",8.403,0,/xqaN2WYQclQlqvKvsOcNgOx2vRn.jpg,4935,ja,ハウルの動く城,62.545,/6pZgH10jhpToPcf0uvyTCPFhWpI.jpg,2004-09-09,0,9747,1,https://www.youtube.com/watch?v=ARCQf2CEr8k
982,Monsters vs Aliens,0,"When Susan Murphy is unwittingly clobbered by a meteor full of outer space gunk on her wedding day, she mysteriously grows to 49-feet-11-inches. The military jumps into action and captures Susan, secreting her away to a covert government compound. She is renamed Ginormica and placed in confinement with a ragtag group of Monsters...",6.222,0,/akcFhNdibYAsGUOfUhb5y1rFTet.jpg,15512,en,Monsters vs Aliens,47.039,/hpHarddVj34j53T7NsoUGdKj4mP.jpg,2009-03-19,0,4561,1,https://www.youtube.com/watch?v=KrGiuIY-gDc
983,Calladita,0,"In a summer mansion in the Costa Brava, a young domestic worker has to serve two rich kids while they enjoy their summer. Amongst cocktails, drugs and dishwashers, she will look for her own way of having fun.",4.7,0,/zu0e8OBszp6KsgxSFZa9gR1GrwQ.jpg,759001,es,Calladita,78.108,/39akXzZnrt8qtqrsaOZXZsMBGZU.jpg,2020-06-16,0,3,1,
984,Mother's Job,0,"A young man falls in love with his friend's mother.  Hyun-woo, who returned to the military, starts a part-time job at a bar in a difficult situation, where he meets Yoo-sun, a woman who captures the hearts of customers with her skillful ways. Then one day, Hyun-woo, who was alone with her, finds himself in a shock with his friends Min-seok and Yoo-sun. When Hyun-woo confesses the truth after a hard time, Yoo-sun asks her to keep her relationship secret. Hyun-woo, who failed to reject Min-seok's proposal to live in his own home, begins a breathtaking cohabitation with Yoo-sun.",5.2,0,/gLwJ5SsmTqqUVn3lahlBacYSrGH.jpg,481871,ko,엄마의 직업,65.084,/oIoJrYsyg34fe66BWndCit1ekUD.jpg,2017-07-27,0,11,1,
985,The Legend of Tarzan,0,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.",5.906,0,/btCaMm9aVW1PG485Ef8RMBBALzI.jpg,258489,en,The Legend of Tarzan,63.999,/eJrfz178xBGlxjDGxnBXTzWWa4w.jpg,2016-06-29,0,6146,1,https://www.youtube.com/watch?v=dLmKio67pVQ
986,Down,0,"A pair of coworkers gets trapped in an elevator over a long weekend, but what at first promises to be a romantic connection turns nefarious as each party begins to reveal who they truly are.",6.9,0,/o2HR6hDdsIIXEJV7p2KulKybCvo.jpg,571055,en,Down,88.556,/tWD5FXfXTRcYzXZLq0bg8hxmQrs.jpg,2019-02-01,0,237,1,https://www.youtube.com/watch?v=Cb-l8w4KMPE
987,Linda,0,"Self-assured, mysterious, and captivating Linda agrees to work at an affluent home in Buenos Aires. Her charm sparks strong sexual attraction among all members of the family, exposing how fragile their externally happy veneer really is.",0.0,0,,1297185,es,Linda,60.249,/5rTfFfbpNggzuYr0ePIOj79ehu4.jpg,2024-09-19,0,0,1,
